Data,name,mobile,sentiment_score
"Former US intelligence officer Scott Ritter: “These Israeli reserve soldiers will be slightly maimed by Hezbollah if they think about entering a war against it, and Israel will be wiped off the map!”
@ME_Corridors
@Al_Qassam_Toast",6594475443,2024-01-31 16:08:09+00:00,0.5119047619047619
"❗️🚨🇵🇸⚡️Spokesman of the military wing of Hamas, the Al-Qassam Brigades with some interesting details about the Gaza war 

Confirmed by Israeli media                                                                                                       @ME_Corridors
@Al_Qassam_Toast",-1001950217998,2024-01-31 15:36:32+00:00,0.5185185185185185
,-1001950217998,2024-01-31 15:32:06+00:00,0.0
,-1001950217998,2024-01-31 15:32:05+00:00,0.0
,-1001950217998,2024-01-31 15:32:05+00:00,0.0
"Assalaamu Álaykum Brothers and Sisters,
These are esim cards that we can purchase and donate to our brothers and sisters in Northern Palestine. 
There is an application called Airalo. You can purchase the global Esim cards from this application. Once purchased, a QR code will generate.
Please help our brothers and sisters.
Thank you!",-1001950217998,2024-01-31 15:32:04+00:00,0.5080645161290323
"Yup, this is always happening, but it seems to be happening more and more again during the last few days.",6047192430,2024-01-31 15:22:14+00:00,0.5
,6047192430,2024-01-31 15:20:47+00:00,0.0
"**The day Iran took Revenge for General Soleimani 2 days after his Assassination & exactly 1:20am.🇮🇷 ****T.me/SatanicJew** **

83 US Soldiers Killed & 240 injured & Trump covered it up. 

60 Minutes finally showed Some Truth after a YEAR.
**💥 **T.me/Powerfuliranian** 💥",169657243,2024-01-31 15:19:02+00:00,0.4915254237288136
,169657243,2024-01-31 15:19:02+00:00,0.0
,169657243,2024-01-31 15:19:02+00:00,0.0
,169657243,2024-01-31 15:19:02+00:00,0.0
,169657243,2024-01-31 15:19:02+00:00,0.0
,169657243,2024-01-31 15:19:02+00:00,0.0
,169657243,2024-01-31 15:19:02+00:00,0.0
,169657243,2024-01-31 15:19:02+00:00,0.0
,169657243,2024-01-31 15:19:02+00:00,0.0
,169657243,2024-01-31 15:19:02+00:00,0.0
Both are clowns!,5461738793,2024-01-31 15:16:53+00:00,0.5
Both are clowns!,5461738793,2024-01-31 15:16:42+00:00,0.5
It's his own decision and never were the country mandate or command for their armed forces.,5461738793,2024-01-31 15:16:34+00:00,0.5
"Internet Resistance: 

__""We deeply regret the participation of this Filipino in killing innocent in Gaza and submission his soul to the land-thieves of 🇮🇱🐖. Just a reminder, we're not interested in conflicts with other countries!""__",-1001666243069,2024-01-31 15:13:27+00:00,0.5340909090909091
"🔴 An attitude of respect
Colombian President. He launches it publicly at the United Nations: “What is the difference between Ukraine and Palestine” ‼️                                                                                                      @ME_Corridors
@Al_Qassam_Toast",6594475443,2024-01-31 15:04:31+00:00,0.515625
**@ExposingZionist**** ****@SatanicJew**👂,169657243,2024-01-31 15:02:18+00:00,0.5
"Good ol' Naftali strikes again 😁                                                                 @ME_Corridors
@Al_Qassam_Toast",-1001950217998,2024-01-31 14:53:48+00:00,0.5454545454545454
"❗️🚨🚨🇫🇷⚡️#BREAKING - France, angry farmers confronted regime forces with their tractors near Angers.                                                                                                                              @ME_Corridors
@Al_Qassam_Toast",-1001950217998,2024-01-31 14:47:46+00:00,0.4523809523809524
"🇵🇸🇮🇱‼️🚨 BREAKING: “Over 30 bodies, executed at point blank range with their hands tied to the back, have been discovered inside a school yard in Beit Lahiya, northern Gaza, following the Israeli military's partial withdrawal from the area.”                                                                                                                                                           @ME_Corridors
@Al_Qassam_Toast",-1001950217998,2024-01-31 14:45:41+00:00,0.49
"MEE investigation reveals that a well-known international charity is being forced to pay $5,000 a truck, bribing a company linked to Egypt’s General Intelligence Service (GIS) to get aid into Gaza.
The animal takes $5,000 per truck for aid to enter
He destroys his house like a chainsaw, living off human misfortunes                                                                                                                          @ME_Corridors
@Al_Qassam_Toast",-1001950217998,2024-01-31 14:38:12+00:00,0.5230769230769231
"A Palestinian, raising a white flag indicating that he is an ""unarmed civilian"", goes to save his family (brother) to get them out of the area besieged by the Israeli armed forces in Gaza, but the Israeli occupation soldiers answer him like this. and make him testify in front of the camera lens

@BisimchiMedi",889839684,2024-01-31 14:30:06+00:00,0.5079365079365079
"یک فلسطینی با برافراشتن پرچم سفید که نشان می دهد او یک ""غیرنظامی غیرمسلح"" است، برای نجات خانواده (برادر) خود می رود تا آنها را از منطقه محاصره شده توسط نیروهای مسلح اسرائیلی در غزه خارج کند، اما سربازان اشغالگر اسرائیلی اینطور جواب او را دادند و جلوی لنز دوربین ها او را به شهادت رسانند 

@BisimchiMedi",374943925,2024-01-31 14:30:05+00:00,0.5
,6641987800,2024-01-31 14:24:15+00:00,0.0
https://youtube.com/shorts/l5NIM26Mr6Q?si=XZLzUbFKmMEhavo6,1580497851,2024-01-31 14:23:55+00:00,0.5
"Israeli forces just officially admit that they set up pumps to flood underground tunnel network with seawater.

The move would contaminate Gaza’s entire water supply, making it undrinkable!!

This is another war crime!!!                                                                                                                                @ME_Corridors
@Al_Qassam_Toast",-1001950217998,2024-01-31 14:18:55+00:00,0.4673913043478261
"This is the asphalt entity that Arab countries are rushing to normalize with. Shoes imprinted on your rotten faces.
@ME_Corridors
@Al_Qassam_Toast",-1001950217998,2024-01-31 14:04:57+00:00,0.48
"[@FreePalestine911Truth](tg://user?id=169657243) [`169657243`] used a banned word. 
**Action:** Muted 🔇

~ **User unmuted**",1331291118,2024-01-31 14:04:49+00:00,0.5
"How did Israel Gain so much Power over the US?

1. Bribery
2. Blackmail
3. The Media
4. The Origin.

Your greatest Ally 🇺🇸🇮🇱                                                                                                  @ME_Corridors
@Al_Qassam_Toast",-1001950217998,2024-01-31 13:59:03+00:00,0.5
"How did Israel Gain so much Power over the US?

1. Bribery
2. Blackmail
3. The Media
4. The Origin.

Your greatest Ally 🇺🇸🇮🇱                                                                                                  @ME_Corridors
@Al_Qassam_Toast",2024491846,2024-01-31 13:58:19+00:00,0.5
"If you post it, tell me. Hopefully we can get it out there.",6047192430,2024-01-31 13:44:14+00:00,0.5
This video,6047192430,2024-01-31 13:42:14+00:00,0.5
"Please try posting this video. They will not restore it. Just like a similar video on my previous account that had many followers, they banned that account without allowing me to appeal. I then opened this account, which doesn't have a huge following, and 2 months after my last video was banned, it is now all over Tiktoc and FB alhamdulillah. I can't post this video, but everyone else can. Let's get the truth out there, bombard them with truth about Palestine and Israel",6047192430,2024-01-31 13:41:54+00:00,0.5
"Before October 7️⃣

There are 5️⃣7️⃣ years of crime!

🔻https://t.me/gazalive30 🔹",889839684,2024-01-31 13:09:40+00:00,0.4642857142857143
"**ما قبل ****7️⃣**** اكتوبر 

يوجد ****5️⃣****7️⃣**** عام من الإجرام !**

🔻**https://t.me/gazalive30** 🔹",6047192430,2024-01-31 13:09:39+00:00,0.5
"These are our earth-shattering facts 💚☝🏻!
#Al-Aqsa_Flood
#Sons_of_the_Case",889839684,2024-01-31 13:08:26+00:00,0.5
"هَذي وقَائِعُنا مُزَلزِلةُ العِدى💚☝🏻!
#طوفان_الاقصى
#أبناء_القضية",1761021682,2024-01-31 13:08:25+00:00,0.5
,6559624192,2024-01-31 13:03:46+00:00,0.0
"In the context of supporting the resistance, we ask you to activate the following hashtags.                                                                                                                 #الوقت_ينفد**
**#הזמן_אוזל**
**#time_is_running_out**
**#حكومتكم_تكذب**
**#ממשלתים_שקרנית**
**#Your_Government_Is_Lying",-1001950217998,2024-01-31 13:00:01+00:00,0.5
"He tries to commit suicide because of losing in a football match, and he does not move a hair while he sees thousands of children being killed in proud Gaza!
@ME_Corridors
@Al_Qassam_Toast",-1001950217998,2024-01-31 12:49:29+00:00,0.5277777777777778
"His choice of words 💯😂                                                                                 @Resistancetoast
@Al_Qassam_Toast",6594475443,2024-01-31 12:39:29+00:00,0.5
"Under the clause permitted to publish.

Revealing the identity of the caped resistance fighter carrying the Yassin missile in front of the Israeli tank in Khan Yunis.

Spread the picture so they can assassinate him and relieve us of him 🙂",-1001950217998,2024-01-31 12:33:44+00:00,0.46511627906976744
"thanks dear brother please join us for more islamic contents
May God accept me and mine♥️♥️",889839684,2024-01-31 12:33:09+00:00,0.5
"thanks dear brother please join us for more islamic contents 
تقبل الله منک و منی♥️♥️",6639058272,2024-01-31 12:33:08+00:00,0.5
"Urgent: Cowardly occupation soldiers place loudspeakers in the ears of the displaced in Gaza, mock them, insult the leaders of the resistance and Hamas, and film the scene as part of a psychological war against the valiant Palestinian people.
@ME_Corridors
@Al_Qassam_Toast",-1001950217998,2024-01-31 12:32:15+00:00,0.4479166666666667
"Urgent: Cowardly occupation soldiers place loudspeakers in the ears of the displaced in Gaza, mock them, insult the leaders of the resistance and Hamas, and film the scene as part of a psychological war against the valiant Palestinian people.
@ME_Corridors
@Al_Qassam_Toast",-1001950217998,2024-01-31 12:30:26+00:00,0.4479166666666667
"⚠️ Attention: Sensitive content!

Israel continues to slaughter children in Gaza

@ResistanceToast
@Al_Qassam_Toast",-1001950217998,2024-01-31 12:26:58+00:00,0.5
"🔶 Women rights before Islam and After Islam.



💝join us for more Islamic contents✨
🔗 [Telegram](http://t.me/Hedayat1444) 
🔗 [WhatsApp](https://chat.whatsapp.com/IGKscpb86EfAbLdUktfIwX)",6639058272,2024-01-31 12:22:13+00:00,0.5
"Hezbollah released a video of targeting the Barnit barracks of the Israeli enemy army with a Burkan missile.😎
See and enjoy
@BisimchiMedia",889839684,2024-01-31 11:57:16+00:00,0.5
"حزب الله فیلمی از هدف قرار دادن پادگان برانیت ارتش دشمن اسرائیل با موشک بورکان منتشر کرد.😎
ببینید ولذت ببرید
@BisimchiMedia",374943925,2024-01-31 11:57:16+00:00,0.5
"Liquidated.
🔥🔥🔥",-1001950217998,2024-01-31 11:46:17+00:00,0.5
A Palestinian from North Gaza urges the people of Egypt to force their government to open the border,-1001950217998,2024-01-31 11:43:20+00:00,0.5
"The little girl, Maha Al-Arair, was bombed by the Israeli occupation on Wednesday morning, and nothing is known about her family, and she is searching for them.                                                                                     @ME_Corridors
@Al_Qassam_Toast",-1001950217998,2024-01-31 11:38:46+00:00,0.5
"Al Jazeera: In the last two days, the United States sent a message to Iran through third parties that it is not interested in an unlimited war with Iran, but warned that the expansion of the current war will lead to American action. Tehran responded that any attack on Iran and Iranian soil Crossing a red line will result in a reaction
@BisimchiMedia",889839684,2024-01-31 11:37:26+00:00,0.5
"الجزیره: آمریکا در دو روز گذشته از طریق طرفهای ثالث به ایران پیام داد که علاقه ای به جنگ نامحدود با ایران ندارد، اما هشدار داد که گسترش جنگ فعلی منجر به اقدام آمریکا خواهد شد، تهران پاسخ داد که هرگونه حمله به ایران و خاک ایران عبور از یک خط قرمز خواهد بود که واکنشی را به دنبال خواهد داشت
@BisimchiMedia",374943925,2024-01-31 11:37:25+00:00,0.5
#Watch.. Al-Qassam mortar detachments demolished the enemy crowds penetrating the northern Gaza Strip #Al-Aqsa Flood,-1001950217998,2024-01-31 11:31:29+00:00,0.4722222222222222
"Contenido sensible ⚠️⚠️⚠️⚠️
In Israel, I went to a new place and grabbed it 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬
What's next in the world what the permits are for Maldad 🤬

Sensitive content ⚠️⚠️⚠️⚠️
An Israeli hits a Palestinian child and records it 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬
What is happening in this world that we allow so much evil 🤬

Sensitive content ⚠️⚠️⚠️⚠️
An Israeli hits a Palestinian child and records it 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬
What happens in this world that we allow so much evil 🤬


@impalestineinoctchildren💔🇵🇸",889839684,2024-01-31 11:18:04+00:00,0.5060975609756098
"Contenido sensible ⚠️⚠️⚠️⚠️
Un israelí golpea a un niño palestino y lo graba 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬
Que está pasando en este mundo que le permitimos tanta maldad 🤬

Sensitive content ⚠️⚠️⚠️⚠️
An Israeli hits a Palestinian child and records it 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬
What is happening in this world that we allow so much evil 🤬

محتوى حساس ⚠️⚠️⚠️⚠️
إسرائيلي يضرب طفلا فلسطينيا ويسجله 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬
ماذا يحدث في هذا العالم لدرجة أننا نسمح بالكثير من الشر 🤬


@impalestineinoctchildren💔🇵🇸",6774474586,2024-01-31 11:18:03+00:00,0.5066666666666667
"Occupation Army Radio: An army non-commissioned officer was arrested on suspicion of “seriously” sexually assaulting a reserve officer in the same unit.
@Resistancetoast
@Al_Qassam_Toast",-1001950217998,2024-01-31 10:57:49+00:00,0.48333333333333334
"**#Germany**** 🇩🇪

❗️More Germans are critical of Israel’s military offensive in Gaza and calling for a permanent cease-fire with Hamas, a survey published on Tuesday has shown.

❗️Some 43% of Germans said they believe that Israel’s military response in the Gaza Strip has gone too far, while only 27% approved its military operations.

❗️The poll also found that many Germans are in favor of diplomatic efforts to de-escalate the conflict and broker a truce between Israel and Hamas.

❗️As many as 45% of those surveyed said they agree with the calls on Israel to negotiate a permanent cease-fire with Hamas, while 25% of the respondents opposed and argued that this would further strengthen the Palestinian group.

❗️The survey results were published as part of the Security Report 2024, an annual study by the Centre for Strategy and Higher Leadership. 

Don't Stop talking about Palestine 🇵🇸 and Yemen 🇾🇪

🔻****@MuslimResistance****
🔻****@MuslimResistanceGC****
🔻****@RedArrowResistance**",5888626295,2024-01-31 10:53:39+00:00,0.49754901960784315
"⚡️Mujahideen Brigades:

After successfully communicating with some of our combat units, we confirm the targeting of the occupied city of Bir Sabi' with a missile barrage on January 28th.
Al-Aqsa Flood.

🔻@RedArrowResistance",5888626295,2024-01-31 10:49:27+00:00,0.5128205128205128
"#Ibn_al_Qayyim_Quotes

__“Gratefulness to Allāh means obeying Him and getting closer to him by performing those deeds that have been ordained by Him, both the inner and the outer ones.”
____
__📚[al-Fawā’id | Pg. 207]


💝join us for more Islamic contents✨
🔗 [Telegram](http://t.me/Hedayat1444) 
🔗 [WhatsApp](https://chat.whatsapp.com/IGKscpb86EfAbLdUktfIwX)",6639058272,2024-01-31 10:32:50+00:00,0.5
"✅ How does Israel use famine as a weapon against the Palestinians?

🆔 @Baridmedia",889839684,2024-01-31 10:28:37+00:00,0.46875
"✅ كيف تستخدم إسرائيل المجاعة كسلاح ضد الفلسطینیین؟

🆔 @Baridmedia",374943925,2024-01-31 10:28:36+00:00,0.5
"**#Breaking**** 🚨

❗️Uganda 🇺🇬 denounces and disowns judge who voted for Israel and against Genocide at ICJ Hearing.

❗️The Ugandan government says “position taken by Justice Julia Sebutinde opposing International Court of Justice findings on war with Hamas are her own, reflect government.”

💭 Source: Times of Israel

Don't Stop talking about Palestine 🇵🇸 and Yemen 🇾🇪

🔻 ****@MuslimResistance****
🔻****@MuslimResistanceGC****
🔻 ****@RedArrowResistance**",5888626295,2024-01-31 10:27:41+00:00,0.4900990099009901
"🇾🇪🇺🇸
🔴 New, new... The military spokesman for Sana’a, General Yahya Saree:
🛑 Our naval forces fired appropriate naval missiles at the American destroyer ""USS Greeley"" in the Red Sea.

🔴 American and British warships will be targeted within the legitimate right to defend our country, our people, and our nation, and in confirmation of the continued Yemeni position in support of Palestine.

🔴 Our forces confirm that they will continue to prevent Israeli navigation or navigation heading to the ports of occupied Palestine until the aggression against Gaza stops and the siege is lifted.",-1001950217998,2024-01-31 10:27:04+00:00,0.5
"Children tremble from the horror of what they saw from the Nazi entity
@ME_Corridors
@Al_Qassam_Toast",-1001950217998,2024-01-31 10:21:14+00:00,0.5
⚠️ Sensitive Content,-1001666243069,2024-01-31 10:17:02+00:00,0.6666666666666666
"It's the best money they ever spent! 💰💣🤑
@ME_Corridors
@Al_Qassam_Toast",-1001950217998,2024-01-31 10:01:36+00:00,0.5357142857142857
"Yemen:**__ We received a threatening message from Washington via the Sultanate of Oman, and we warn America against opening new battles in Yemen__**",-1001950217998,2024-01-31 09:55:56+00:00,0.48333333333333334
"Allegation: The United States through the Swiss Embassy offered Iran an attack on one of its sites without Iran's response.                                                                                                                                                                       @ME_Corridors
@Al_Qassam_Toast",-1001950217998,2024-01-31 09:55:33+00:00,0.5370370370370371
"🅰️⭕️ The Government Media Office publishes an update on the most important statistics of the genocidal war waged by the “Israeli” occupation on the Gaza Strip - Tuesday, January 30, 2024 AD

◻️ (116) Days after the genocidal war.
◻️ (2,269) A massacre committed by the occupation army.
◻️ (33,751) martyrs and missing persons.
◻️ (26,751) martyrs who arrived in hospitals.
◻️ (11,500) child martyrs.
◻️ (8 , 000) female martyrs.
◻️ (339) martyrs of medical staff.
◻️ (46) Civil Defense martyrs.
◻️ (122) martyred journalists.
◻️ (7,000) are missing, 70% of whom are children and women.
◻️ (65,636) infected.
◻️ (11,000) injured people need to travel for treatment, “life-saving and dangerous.”
◻️ (10,000) cancer patients face the risk of death.
◻️ (700,000) infected with infectious diseases as a result of displacement.
◻️ (8 , 000) cases of viral hepatitis C infection due to displacement.
◻️ (60,000) pregnant women are at risk due to lack of access to health care.
◻️ (350,000) chronic patients are at risk due to non-administration of medications.
◻️ (99) cases of arrest of health personnel.
◻️ (10) Cases of arrests of journalists whose names are known.
◻️ (2) One million displaced people in the Gaza Strip.
◻️ (140) Government headquarters destroyed by the occupation.
◻️ (99) Schools and universities were completely destroyed by the occupation.
◻️ (295) A school and university that was partially destroyed by the occupation.
◻️ (161) mosques completely destroyed by the occupation.
◻️ (253) Mosques partially destroyed by the occupation.
◻️ (3) Churches targeted and destroyed by the occupation.
◻️ (70,000) housing units were completely destroyed by the occupation.
◻️ (290,000) housing units that were partially destroyed by the occupation and uninhabitable.
◻️ (66,000) tons of explosives dropped by the occupation on Gaza.
◻️ (30) Hospital taken out of service by the occupation.
◻️ (53) Health centers taken out of service by the occupation.
◻️ (150) Health institutions that were partially targeted by the occupation.
◻️ (122) An ambulance destroyed by the occupation army.
◻️ (200) archaeological and heritage sites destroyed by the occupation.",-1001950217998,2024-01-31 09:50:51+00:00,0.4878587196467991
"💝join us for more Islamic contents✨
🔗 [Telegram](http://t.me/Hedayat1444) 
🔗 [WhatsApp](https://chat.whatsapp.com/IGKscpb86EfAbLdUktfIwX)",6639058272,2024-01-31 09:45:28+00:00,0.5
"“A 15-year-old Palestinian girl was killed by the #Israeli army while on the phone with the Palestine Red Crescent, seeking help. Her last words: 'The tank is next to me.' 🇵🇸 #GazaUnderAttack”                                                                                                                                     @ME_Corridors
@Al_Qassam_Toast",-1001950217998,2024-01-31 09:31:45+00:00,0.4777777777777778
"""There are pains worse than death, exactly as it happens when you want to say something but the words get stuck in your throat. #InexpressiblePain #SilentSuffering""
🇵🇸 #IsraelTerrorists #طوفان_الاقصى #FreePalestine #IsraelWarCrimes🇵🇸 #StopGazaGenocide #StrikeForGaza #SilentlySirs #غزه_الان                                                                                                                      @ME_Corridors
@Al_Qassam_Toast",-1001950217998,2024-01-31 09:24:09+00:00,0.46226415094339623
"The A71 motorway has been closed in Montluçon, #France, since yesterday."" #A71Closure 🇫🇷 @ME_Corridors
@Al_Qassam_Toast",889839684,2024-01-31 09:20:17+00:00,0.5
"L'autoroute A71 est fermée à Montluçon, en #France, depuis hier."" #FermetureA71 🇫🇷                                                                                                                                    @ME_Corridors
@Al_Qassam_Toast",6594475443,2024-01-31 09:20:16+00:00,0.5
"He is there, he will come..! (that's what matters)",889839684,2024-01-31 08:58:19+00:00,0.5
"**U bor , u keladi..! (muhimi shu)**",1261815171,2024-01-31 08:58:18+00:00,0.5
"The British Middle East Eye website reveals that Egyptian General Intelligence agencies received bribes from an international charitable organization to facilitate the entry of humanitarian aid into Gaza.
@ME_Corridors
@Al_Qassam_Toast",-1001950217998,2024-01-31 08:55:44+00:00,0.5454545454545454
"Imagine your life being like this?
Yes, it is Palestinian life since 1948                                                                                           @ME_Corridors
@Al_Qassam_Toast",-1001950217998,2024-01-31 08:35:14+00:00,0.5263157894736842
"Because he draw a map without permission from the land owner 👌

Shalom 🇮🇱🐖",-1001666243069,2024-01-31 08:02:28+00:00,0.5
Information ♥️,6600312866,2024-01-31 07:22:43+00:00,0.5
"And I laugh at myself. .
We couldn't afford to live...)",889839684,2024-01-31 06:43:17+00:00,0.5333333333333333
"Va kulaman òzimga òzim. . 
Biz yashashni òrganolmadik...)",1261815171,2024-01-31 06:43:17+00:00,0.5
"This is an Israeli soldier openly admitting to genocide, war crimes, and ethnic cleansing in Khan Younis today in Gaza. He admits to killing tens of thousands of people and completely flattening the entire city. 

Here he also continues to use the genocidal term “Amalek” that Netanyahu has also been using for Palestinians. He also says all Arabs are guilty - which is also genocidal language.

So, in one swoop he admits to genocidal actions and genocidal words, in open defiance of the orders of the International Criminal Court. 

An investigation is not even needed. They say it, film it, and post it for the world to see.",6047192430,2024-01-31 06:35:44+00:00,0.516260162601626
**He admits to genocide and says all Arabs are terrorists and must die.**,6047192430,2024-01-31 06:35:44+00:00,0.4444444444444444
"Abu Huraira reported: The Messenger of Allah, peace and blessings be upon him, said, “Years of treachery will come over people in which liars are believed and the truthful are denied, the deceitful are trusted and the trustworthy are considered traitors, and the disgraceful will deliver speeches.” It was said, “Who are the disgraceful?” The Prophet said, “Petty men with authority over the common people.”

Source: Sunan Ibn Mājah 4036",6047192430,2024-01-31 06:18:58+00:00,0.48255813953488375
"Welcome MaxwellDaKilla2007Z @YourAverageCorporatismEnjoyer 🙋🙋‍♂
How are you doing? 

Please share anything you want with us here or you can start to discuss with other members, thanks 🙏",1331291118,2024-01-31 05:58:00+00:00,0.5166666666666667
"[@Some_Random_Neo_Luddite](tg://user?id=5284211419) [`5284211419`] used a banned word. 
**Action:** Muted 🔇

~ **User unmuted**",1331291118,2024-01-31 05:56:42+00:00,0.5
https://t.me/ghfamo,6812697002,2024-01-31 05:22:26+00:00,0.5
"Educate your heart before your tongue. Because words come from the heart and come out of the tongue...)
#personality",889839684,2024-01-31 05:20:45+00:00,0.5
"**__Tilingdan oldin qalbingni tarbiya qil. Chunki so’z qalbdan kelib, tildan chiqadi.....)__**
#шахсийлик",1261815171,2024-01-31 05:20:44+00:00,0.5
"🇹🇯 UzDoN tjk🇹🇯 I will spread the cure with love, friends.
👇👇👇Let's apply varnish 👇👇👇",889839684,2024-01-31 04:34:47+00:00,0.5555555555555556
"🇹🇯**UzDoN tjk**🇹🇯 sevgm bilan ersholmadm davay tarqatamz duslar.
👇👇👇Lak bosamz👇👇👇",2077246030,2024-01-31 04:34:46+00:00,0.5
"This fucking Pentagon clown 🇺🇲🇮🇱🐖 still didn't know what section in UN to use as legitimacy for attacking civilians in Yemen 

The worse is he asked Press for suggestion 🤷

Credits for:
Topic Tide",-1001666243069,2024-01-31 04:18:53+00:00,0.4722222222222222
"🔶Your Excuses to not to Pray⁉️ 



💝**join me**☺️
👉 [Islam path of life](https://t.me/Islam_path_of_life)",6639058272,2024-01-31 03:47:44+00:00,0.5192307692307693
"The ""Diaper Force"".     https://www.youtube.com/shorts/2kE9E8VSs6Q",892428399,2024-01-31 03:47:06+00:00,0.5
"🔶Our bother Reverts to Islam.


**Islam is the only way of life**♥️

💝**join me**☺️
👉 [Islam path of life](https://t.me/Islam_path_of_life)",6639058272,2024-01-31 03:45:03+00:00,0.4868421052631579
"[Nigorichka](tg://user?id=5995630644) [`5995630644`] used a banned word. 
**Action:** Muted 🔇",1331291118,2024-01-31 03:44:36+00:00,0.5
"🔸THIS IS WHO ALLAH IS🥰 



💝join us for more Islamic contents✨
🔗 [Telegram](http://t.me/Hedayat1444) 
🔗 [WhatsApp](https://chat.whatsapp.com/IGKscpb86EfAbLdUktfIwX)",6639058272,2024-01-31 03:38:51+00:00,0.5
"- Who killed Mahatma Gandhi? 
__The extremist Hindu!__

- Who is ruling India now? 
__The extremist Hindu BJP a.k.a Naruto Modi with his rapist gangster!__

Credits for:
Sputnik Russia",-1001666243069,2024-01-31 02:13:09+00:00,0.4444444444444444
"- AIPAC is the parasite!
- Israel is illegal entity!
- ZOG (Zionist Occupied Government) is real!

Wake up Bro & Sis ☝️

[Telegraph Page](https://telegra.ph/Resistance-Movement-Part-2-01-17)",-1001666243069,2024-01-31 01:36:35+00:00,0.47297297297297297
"Resistance storms settlements north of Gaza!
“In a qualitative operation, after more than 115 days of genocidal war on Gaza, the first of its kind since October 7, the Palestinian resistance once again stormed settlements in the Palestinian territories occupied in 1948, north of the Gaza Strip, where 5 mujahideen were able to storm a settlement and clash with The occupation forces there, the martyrdom of two mujahideen, and the safe return of three others to Gaza.”",2024491846,2024-01-31 01:31:01+00:00,0.48295454545454547
"Selling olx accounts cheap
40 UAH acc",889839684,2024-01-31 00:14:51+00:00,0.42857142857142855
"Продам аккаунты олх дёшево
40грн акк",5814272050,2024-01-31 00:14:51+00:00,0.5
**T.me/GodBlessPalestine** 💖🇵🇸💖,169657243,2024-01-30 23:45:46+00:00,0.5
Shut up Nazi,5284211419,2024-01-30 23:45:42+00:00,0.5
"**1948 Devil Jews of Europe begging Palestinians to let them in! 

Who would’ve known these evil rats would end up killing a million Palestinians & take over 90% of their land! **

**Dumb** **Hitler **🇩🇪** Should’ve finished the job!
****@**ExposingZionist @SatanicJew",169657243,2024-01-30 23:35:11+00:00,0.4642857142857143
"Assalamu alaykum dear Adminjonla
We will add Active people to groups and channels
Channel 60 thousand
Prices 🔤🔤🔤🔤🔤🔤
90% active women 1000 pieces 80,000
Arlash 1000 pieces 👉 70,000
Payment 100% in advance
We like Aldov
Everything is 💯 Halal ✅
Order to Lichkam ✍",889839684,2024-01-30 23:32:10+00:00,0.5106382978723404
"Assalamu alaykum hurmatli Adminjonla 
Gruppaga, kanallarga Aktiv odam qoshib beramiz 
Kanal 60 ming
Narhlar 🔤🔤🔤🔤🔤🔤
90% aktiv ayollar 1000 donasi  80.000
Arlash 1000 donasi 👉 70.000
Tolov 100% oldindan 
Bizda Aldov yoq 
Hammasi 💯 Halol ✅
Zakazla Lichkamga ✍",6778073624,2024-01-30 23:32:09+00:00,0.5
⚡️🇵🇸 Max Blumenthal exposes Israeli Media lies of October the 7th.,2024491846,2024-01-30 22:26:09+00:00,0.4583333333333333
I just said pro-israel to stop lying 🤣🤣🤣,6001766723,2024-01-30 22:19:11+00:00,0.375
Oh sorry,6001766723,2024-01-30 22:18:57+00:00,0.25
Isn't it?,6001766723,2024-01-30 22:18:45+00:00,0.5
But you cannot support any side based on fake video,6001766723,2024-01-30 22:18:42+00:00,0.5
You can support Israel or Palestine,6001766723,2024-01-30 22:18:25+00:00,0.5833333333333334
This is a video with fake subtitle. The original video is on the TRT,6001766723,2024-01-30 22:18:13+00:00,0.4666666666666667
Free free palestine,6001766723,2024-01-30 22:17:26+00:00,0.8333333333333334
"Documents containing identity information

#Ministry_of_Religious_Services
#LordNemesis
#OpIsrael
#FreePalestine

t.me/L0RDNEMESIS",6435934702,2024-01-30 21:51:09+00:00,0.5
"Who gets a telegram number, spam free numbers",889839684,2024-01-30 19:47:11+00:00,0.5555555555555556
__Kim telegram nomer oladi spamsz nomerlar__,6633387009,2024-01-30 19:47:10+00:00,0.5
?,6467521672,2024-01-30 19:46:38+00:00,0.5
"In order to improve your financial situation, visit my page, you won't lose",889839684,2024-01-30 19:34:06+00:00,0.5
برای اینکه وضعیت مالیت از این رو به اون رو بشه یه سر به پیج من بزن ضرر نمیکنی,1413765604,2024-01-30 19:34:05+00:00,0.5
"Lebanon's Hezbollah released images of the destruction of spying equipment at the Israeli army's Ras Naqura naval base with a special guided missile with a camera.

@BisimchiMedia",889839684,2024-01-30 19:32:23+00:00,0.4838709677419355
"حزب الله لبنان تصاویری از انهدام تجهیزات جاسوسی در پایگاه دریایی راس ناقوره ارتش اسرائیل با موشک هدایت شونده ویژه دوربین‌دار را منتشر کرد.

@BisimchiMedia",374943925,2024-01-30 19:32:22+00:00,0.5
